Brokered by EXP Realty - HAUPPAUGE	Co-op for sale	365000	2	1	2184.207862	225-08 Hillside Ave Unit Duplex	Queens Village, NY 11427	225-08 Hillside Ave Unit DuplexQueens Village, NY 11427	United States	New York	Queens County	Queens	Hillside Avenue	225-8 Hillside Ave., Queens Village, NY 11427, USA	40.73169710	-73.74098420
Brokered by Douglas Elliman - 575 Madison Ave	Condo for sale	750000	1	1	592.000000	250 Manhattan Ave Unit 3R	Brooklyn, NY 11211	250 Manhattan Ave Unit 3RBrooklyn, NY 11211	New York	Kings County	Brooklyn	Williamsburg	250	250 Manhattan Ave #3r, Brooklyn, NY 11211, USA	40.71200180	-73.94538320
Brokered by Corcoran East Side	Condo for sale	1850000	2	2	1322.000000	40 Broad St Ph 3F	New York, NY 10004	40 Broad St Ph 3FNew York, NY 10004	New York	New York County	New York	Manhattan	40	40 Broad St Fl 3, New York, NY 10004, USA	40.70602140	-74.01178660
Brokered by RE MAX Edge	House for sale	1288000	3	2	1692.000000	7715 20th Ave	Brooklyn, NY 11214	7715 20th AveBrooklyn, NY 11214	United States	New York	Kings County	Brooklyn	20th Avenue	7715 20th Ave, Brooklyn, NY 11214, USA	40.60917870	-73.99311500
Brokered by Douglas Elliman - 575 Madison Ave	Condo for sale	5250000	3	3	2950.000000	60 E 55th St Ph 3	New York, NY 10022	60 E 55th St Ph 3New York, NY 10022	New York	New York County	New York	Manhattan	60	60 E 55th St #3, New York, NY 10022, USA	40.76052500	-73.97278700
Brokered by Cross Country Realty	Multi-family home for sale	769000	4	3	2184.207862	1038 E 100th St	Brooklyn, NY 11236	1038 E 100th StBrooklyn, NY 11236	United States	New York	Kings County	Brooklyn	East 100th Street	1038 East 100th Street, Brooklyn, NY 11236, USA	40.64265090	-73.89589750
Brokered by Keller Williams Rlty Landmark	Pending	925000	3	2	2184.207862	61-19 75th Pl	Middle Village, NY 11379	61-19 75th PlMiddle Village, NY 11379	United States	New York	Queens County	Queens	75th Place	61-19 75th Pl, Flushing, NY 11379, USA	40.72235710	-73.88340310
Brokered by REAL NEW YORK - Lower East Side	Co-op for sale	500000	1	1	2184.207862	346 W 56th St Apt 1A	New York, NY 10019	346 W 56th St Apt 1ANew York, NY 10019	New York	New York County	New York	Manhattan	346	346 W 56th St #1a, New York, NY 10019, USA	40.76674030	-73.98550520
Brokered by Corcoran Park Avenue South	Pending	625000	1	1	2184.207862	281 W 11th St Apt 4A	New York, NY 10014	281 W 11th St Apt 4ANew York, NY 10014	New York	New York County	New York	Manhattan	281	281 W 11th St #4a, New York, NY 10014, USA	40.73620440	-74.00478750
Brokered by New American Realty Corp	Multi-family home for sale	1375000	8	3	3039.000000	726 E 134th St	Bronx, NY 10454	726 E 134th StBronx, NY 10454	United States	New York	Bronx County	The Bronx	East 134th Street	726 E 134th St, Bronx, NY 10454, USA	40.80198540	-73.91449740
Brokered by Tapestry Real Estate of Queens	Co-op for sale	270000	2	1	700.000000	21-05 33 St Unit 5F	Astoria, NY 11101	21-05 33 St Unit 5FAstoria, NY 11101	New York	Queens County	Queens	Astoria	21-05	21-05 33rd St #5f, Astoria, NY 11105, USA	40.77692210	-73.90734820
Brokered by Wagner & Kelly Inc	Multi-family home for sale	1273000	3	3	2184.207862	34-53 60th St	Woodside, NY 11377	34-53 60th StWoodside, NY 11377	United States	New York	Queens County	Queens	60th Street	34-53 60th St, Flushing, NY 11377, USA	40.75034770	-73.90198360
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage	Co-op for sale	15000000	6	8	2184.207862	895 Park Ave # 6 & 7A	New York, NY 10075	895 Park Ave # 6 & 7ANew York, NY 10075	New York	New York County	New York	Manhattan	895	895 Park Ave #7, New York, NY 10075, USA	40.77531110	-73.96032720
Brokered by William Raveis New York City	Contingent	499000	1	1	2184.207862	120 E 36th St Apt 10C	New York, NY 10016	120 E 36th St Apt 10CNew York, NY 10016	New York	New York County	New York	Manhattan	120	120 E 36th St #10c, New York, NY 10016, USA	40.74777280	-73.97947930
Brokered by Douglas Elliman - 1995 Broadway	Co-op for sale	3585000	3	3	2237.000000	344 W 72nd St Apt 609	New York, NY 10023	344 W 72nd St Apt 609New York, NY 10023	New York	New York County	New York	Manhattan	344	344 W 72nd St #609, New York, NY 10023, USA	40.78039670	-73.98644640
Brokered by RE/MAX 2000	House for sale	749999	9	3	2184.207862	2414 Tiebout Ave	Bronx, NY 10458	2414 Tiebout AveBronx, NY 10458	United States	New York	Bronx County	The Bronx	Tiebout Avenue	2414 Tiebout Ave, Bronx, NY 10458, USA	40.85954630	-73.89565820
Brokered by Momentum Real Estate LLC	House for sale	499000	3	2	1024.000000	140 Kiswick St	Staten Island, NY 10306	140 Kiswick StStaten Island, NY 10306	United States	New York	Richmond County	Staten Island	Kiswick Street	140 Kiswick St, Staten Island, NY 10306, USA	40.57575980	-74.09435770
Brokered by Corcoran Bedford Stuyvesant	Condo for sale	595000	1	1	556.000000	68 Eldert St # 4C	Brooklyn, NY 11207	68 Eldert St # 4CBrooklyn, NY 11207	New York	Kings County	Brooklyn	Bushwick	68	68 Eldert St #4c, Brooklyn, NY 11207, USA	40.68697710	-73.91261410
Brokered by Corcoran Chelsea/Flatiron	Multi-family home for sale	5000000	3	3	1845.000000	215 Sullivan St Apt 5E	New York, NY 10012	215 Sullivan St Apt 5ENew York, NY 10012	New York	New York County	New York	Manhattan	215	215 Sullivan St #5e, New York, NY 10012, USA	40.72933990	-73.99985070
Brokered by COMPASS	Townhouse for sale	1495000	6	2	2184.207862	28-16 37th St	Astoria, NY 11103	28-16 37th StAstoria, NY 11103	United States	New York	Queens County	Queens	37th Street	28-16 37th St, Long Island City, NY 11103, USA	40.76586410	-73.91588920
Brokered by Keller Williams NYC	Condo for sale	2995000	2	2	1784.000000	721 Fifth Ave Unit 52K	New York, NY 10022	721 Fifth Ave Unit 52KNew York, NY 10022	New York	New York County	New York	Manhattan	721	721 5th Ave Suite 52D, New York, NY 10022, USA	40.76239400	-73.97390390
Brokered by Re/Max In The City	Co-op for sale	469900	3	2	1200.000000	2711 Henry Hudson Pkwy Apt 3C	Bronx, NY 10463	2711 Henry Hudson Pkwy Apt 3CBronx, NY 10463	New York	Bronx County	The Bronx	Spuyten Duyvil	2711	2711 Henry Hudson Pkwy #3c, Bronx, NY 10463, USA	40.88192730	-73.91728220
Brokered by Corcoran Chelsea/Flatiron	Co-op for sale	1995000	2	2	2184.207862	8 E 83rd St # 8G	New York, NY 10028	8 E 83rd St # 8GNew York, NY 10028	New York	New York County	New York	Manhattan	8	8 E 83rd St # 8b, New York, NY 10028, USA	40.77932780	-73.96159990
Brokered by Pantiga Group Inc.	Co-op for sale	159999	1	1	650.000000	1372 Shakespeare Ave Apt 4C	Bronx, NY 10452	1372 Shakespeare Ave Apt 4CBronx, NY 10452	New York	Bronx County	The Bronx	Mount Eden	1372	1372 Shakespeare Ave #4c, Bronx, NY 10452, USA	40.84122470	-73.92161030
Brokered by Charles Rutenberg Realty Inc	House for sale	758000	4	2	1216.000000	960 E 40th St	Brooklyn, NY 11210	960 E 40th StBrooklyn, NY 11210	United States	New York	Kings County	Brooklyn	East 40th Street	960 E 40th St, Brooklyn, NY 11210, USA	40.63185150	-73.93820940
Brokered by Exp Realty	House for sale	599999	2	2	1048.000000	2566 Eastchester Rd	Bronx, NY 10469	2566 Eastchester RdBronx, NY 10469	United States	New York	Bronx County	The Bronx	Eastchester Road	2566 Eastchester Rd, Bronx, NY 10469, USA	40.86482180	-73.84304630
Brokered by Corcoran SoHo	Co-op for sale	749000	1	1	2184.207862	170 E 92nd St # 4CD	New York, NY 10128	170 E 92nd St # 4CDNew York, NY 10128	New York	New York County	New York	Manhattan	170	170 E 92nd St #4c, New York, NY 10128, USA	40.78269300	-73.95171060
Brokered by Douglas Elliman  -111 Fifth Ave	Multi-family home for sale	2100000	8	4	3750.000000	958 Madison St	Brooklyn, NY 11221	958 Madison StBrooklyn, NY 11221	United States	New York	Kings County	Brooklyn	Madison Street	958 Madison St, Brooklyn, NY 11221, USA	40.68854850	-73.91923550
Brokered by Corcoran East Side	Co-op for sale	32000000	4	6	2184.207862	944 Fifth Ave # 3FL	New York, NY 10021	944 Fifth Ave # 3FLNew York, NY 10021	United States	New York	New York County	New York	5th Avenue	944 5th Ave, New York, NY 10021, USA	40.77454780	-73.96516440
Brokered by TOP NEST INC	House for sale	620000	3	2	1280.000000	145-47 115th Ave	Jamaica, NY 11436	145-47 115th AveJamaica, NY 11436	United States	New York	Queens County	Queens	115th Avenue	145-47 115th Ave, Jamaica, NY 11436, USA	40.68373760	-73.79674970
Brokered by Countrywide Real Estate Inc	House for sale	849000	3	2	1890.000000	2021 Watson Ave	Bronx, NY 10472	2021 Watson AveBronx, NY 10472	United States	New York	Bronx County	The Bronx	Watson Avenue	2021 Watson Ave, Bronx, NY 10472, USA	40.82925190	-73.85584100
Brokered by Re/Max In The City	Co-op for sale	469900	3	2	1200.000000	2711 Henry Hudson Pkwy Apt 3C	Bronx, NY 10463	2711 Henry Hudson Pkwy Apt 3CBronx, NY 10463	New York	Bronx County	The Bronx	Spuyten Duyvil	2711	2711 Henry Hudson Pkwy #3c, Bronx, NY 10463, USA	40.88192730	-73.91728220
Brokered by Corcoran Chelsea/Flatiron	Co-op for sale	1995000	2	2	2184.207862	8 E 83rd St # 8G	New York, NY 10028	8 E 83rd St # 8GNew York, NY 10028	New York	New York County	New York	Manhattan	8	8 E 83rd St # 8b, New York, NY 10028, USA	40.77932780	-73.96159990
Brokered by Douglas Elliman - 575 Madison Ave	Co-op for sale	3250000	3	3	2610.000000	563 Park Ave Apt 10E	New York, NY 10065	563 Park Ave Apt 10ENew York, NY 10065	New York	New York County	New York	Manhattan	563	563 Park Ave #10e, New York, NY 10065, USA	40.76477560	-73.96798270
Brokered by Goldstone N Y Realty Llc	Co-op for sale	338000	2	1	2184.207862	150-20 72 Rd Unit 6A	Flushing, NY 11367	150-20 72 Rd Unit 6AFlushing, NY 11367	New York	Queens County	Queens	Flushing	150-20	150-20 72nd Rd #6a, Flushing, NY 11367, USA	40.72727970	-73.81634270
Brokered by CENTURY 21 Achievers	Multi-family home for sale	3400000	3	8	2184.207862	567 St Johns Pl	Brooklyn, NY 11238	567 St Johns PlBrooklyn, NY 11238	United States	New York	Kings County	Brooklyn	Saint Johns Place	567 St Johns Pl, Brooklyn, NY 11238, USA	40.67299710	-73.95924140
Brokered by The Agency	Co-op for sale	1575000	2	2	1157.000000	165 W End Ave Apt 7K	New York, NY 10023	165 W End Ave Apt 7KNew York, NY 10023	New York	New York County	New York	Manhattan	165	165 West End Ave #7k, New York, NY 10023, USA	40.77724400	-73.98687380
Brokered by Ben Bay Rlty Of Marine Pk Llc	Co-op for sale	259000	1	1	570.000000	160 72nd St Apt 791	Brooklyn, NY 11209	160 72nd St Apt 791Brooklyn, NY 11209	New York	Kings County	Brooklyn	Bay Ridge	160	160 72nd St Apt 791, Brooklyn, NY 11209, USA	40.63436670	-74.03113350
Brokered by Highline Residential - Highline Residential	House for sale	2300000	6	4	3850.000000	762 Greene Ave	Brooklyn, NY 11221	762 Greene AveBrooklyn, NY 11221	United States	New York	Kings County	Brooklyn	Greene Avenue	762 Greene Ave, Brooklyn, NY 11221, USA	40.68974650	-73.93796310
Brokered by Douglas Elliman  -111 Fifth Ave	Co-op for sale	975000	2	1	2184.207862	300 Riverside Dr Apt 8H	New York, NY 10025	300 Riverside Dr Apt 8HNew York, NY 10025	New York	New York County	New York	Manhattan	300	300 Riverside Dr #8h, New York, NY 10025, USA	40.79977970	-73.97138660
Brokered by Karl Mohan Realty Group	Multi-family home for sale	879000	4	3	2184.207862	88-01 77th St	Jamaica, NY 11421	88-01 77th StJamaica, NY 11421	United States	New York	Queens County	Queens	77th Street	88-01 77th St, Jamaica, NY 11421, USA	40.68949070	-73.86403980
Brokered by Coldwell Banker Warburg	Co-op for sale	950000	2	1	775.000000	36 W 35th St Ph F	New York, NY 10001	36 W 35th St Ph FNew York, NY 10001	United States	New York	New York County	New York	West 35th Street	36 W 35th St, New York, NY 10001, USA	40.74970740	-73.98592440
Brokered by KORR REALTY	Condo for sale	749999	3	3	1602.000000	1906 Bergen Ave Unit 9A	Brooklyn, NY 11234	1906 Bergen Ave Unit 9ABrooklyn, NY 11234	New York	Kings County	Brooklyn	Bergen Beach	1906	1906 Bergen Ave #9a, Brooklyn, NY 11234, USA	40.62536600	-73.90892900
Brokered by Beaudoin Realty Group Inc	Co-op for sale	639000	3	1	1050.000000	37-33 84 St Unit 31	Jackson Heights, NY 11372	37-33 84 St Unit 31Jackson Heights, NY 11372	New York	Queens County	Queens	Jackson Heights	3733	3733 84th St Apt 31, Jackson Heights, NY 11372, USA	40.74951600	-73.88222960
Brokered by R New York	Condo for sale	2300000	3	3	1700.000000	330 E 38th St Apt 12N	New York, NY 10016	330 E 38th St Apt 12NNew York, NY 10016	New York	New York County	New York	Manhattan	330	330 E 38th St #12n, New York, NY 10016, USA	40.74626510	-73.97246200
Brokered by E Realty International Corp	Co-op for sale	289000	1	1	2184.207862	97-40 62nd Dr Unit 11C	Rego Park, NY 11374	97-40 62nd Dr Unit 11CRego Park, NY 11374	New York	Queens County	Queens	Rego Park	97-40	97-40 62nd Dr #11c, Rego Park, NY 11374, USA	40.73253790	-73.86015160
Brokered by Keller Williams Rlty Landmark	Multi-family home for sale	1698888	10	6	3025.000000	149-63 Ash Ave	Flushing, NY 11355	149-63 Ash AveFlushing, NY 11355	United States	New York	Queens County	Queens	Ash Avenue	14963 Ash Ave, Flushing, NY 11355, USA	40.76024850	-73.81247540
Brokered by Momentum Real Estate Llc	Multi-family home for sale	1180000	4	3	1528.000000	6504 17th Ave	Brooklyn, NY 11204	6504 17th AveBrooklyn, NY 11204	United States	New York	Kings County	Brooklyn	17th Avenue	6504 17th Ave, Brooklyn, NY 11204, USA	40.62045910	-73.99286250
Brokered by Douglas Elliman - 575 Madison Ave	Condo for sale	6750000	2	2	2320.000000	15 Hudson Yards Apt 66B	New York, NY 10001	15 Hudson Yards Apt 66BNew York, NY 10001	New York	New York County	New York	Manhattan	15	15 Hudson Yards #66, New York, NY 10001, USA	40.75375860	-74.00322100
Brokered by Ben Bay Realty Company of Staten Island LLC	Townhouse for sale	499000	3	2	1890.000000	328 Taylor St	Staten Island, NY 10310	328 Taylor StStaten Island, NY 10310	United States	New York	Richmond County	Staten Island	Taylor Street	328 Taylor St, Staten Island, NY 10310, USA	40.63018100	-74.12282080
Brokered by COMPASS	Condo for sale	799000	1	1	2184.207862	300 E 40th St Apt 30N	Manhattan, NY 10016	300 E 40th St Apt 30NManhattan, NY 10016	New York	New York County	New York	Manhattan	300	300 E 40th St Apt 30n, New York, NY 10016, USA	40.74841350	-73.97319980
Brokered by Douglas Elliman - 140 Franklin	Co-op for sale	600000	1	1	750.000000	210 W 103rd St Apt 5F	New York, NY 10025	210 W 103rd St Apt 5FNew York, NY 10025	New York	New York County	New York	Manhattan	210	210 W 103rd St #5f, New York, NY 10025, USA	40.79866460	-73.96789760
Brokered by Signature Premier Properties	Multi-family home for sale	699000	4	2	2184.207862	117-68 140th St	Jamaica, NY 11436	117-68 140th StJamaica, NY 11436	United States	New York	Queens County	Queens	140th Street	117-68 140th St, Jamaica, NY 11436, USA	40.67621040	-73.80135440
Brokered by EXIT REALTY FIRST CHOICE	House for sale	1578000	5	3	2184.207862	76-24 176th St	Fresh Meadows, NY 11366	76-24 176th StFresh Meadows, NY 11366	United States	New York	Queens County	Queens	176th Street	76-24 176th St, Flushing, NY 11366, USA	40.72626310	-73.79376010
Brokered by E Realty International Corp	House for sale	849000	4	3	2184.207862	257-21 87th Ave	Floral Park, NY 11001	257-21 87th AveFloral Park, NY 11001	United States	New York	Queens County	Queens	87th Avenue	257-21 87th Ave, Queens, NY 11001, USA	40.73148660	-73.70830760
Brokered by COMPASS	Condo for sale	4275000	2	2	2184.207862	110 Central Park S Apt 5A	Manhattan, NY 10019	110 Central Park S Apt 5AManhattan, NY 10019	New York	New York County	New York	Manhattan	110	110 Central Park S #5a, New York, NY 10019, USA	40.76573800	-73.97706520
Brokered by Corcoran East Side	Co-op for sale	1550000	1	1	2184.207862	2 Fifth Ave Apt 3F	New York, NY 10011	2 Fifth Ave Apt 3FNew York, NY 10011	New York	New York County	New York	Manhattan	2	2 5th Ave #3f, New York, NY 10011, USA	40.73246290	-73.99728830
Brokered by Shaw Properties	House for sale	489000	7	3	2500.000000	4429 Matilda Ave	Bronx, NY 10470	4429 Matilda AveBronx, NY 10470	United States	New York	Bronx County	The Bronx	Matilda Avenue	4429 Matilda Ave, Bronx, NY 10470, USA	40.90002230	-73.85575870
Brokered by Ben Bay Realty Company of Staten Island LLC	Townhouse for sale	499000	3	2	1890.000000	328 Taylor St	Staten Island, NY 10310	328 Taylor StStaten Island, NY 10310	United States	New York	Richmond County	Staten Island	Taylor Street	328 Taylor St, Staten Island, NY 10310, USA	40.63018100	-74.12282080
Brokered by COMPASS	Condo for sale	799000	1	1	2184.207862	300 E 40th St Apt 30N	Manhattan, NY 10016	300 E 40th St Apt 30NManhattan, NY 10016	New York	New York County	New York	Manhattan	300	300 E 40th St Apt 30n, New York, NY 10016, USA	40.74841350	-73.97319980
Brokered by Douglas Elliman - 140 Franklin	Co-op for sale	600000	1	1	750.000000	210 W 103rd St Apt 5F	New York, NY 10025	210 W 103rd St Apt 5FNew York, NY 10025	New York	New York County	New York	Manhattan	210	210 W 103rd St #5f, New York, NY 10025, USA	40.79866460	-73.96789760
Brokered by Brown Harris Stevens - 1926 Broadway	Co-op for sale	6700000	3	3	2184.207862	300 Central Park W Apt 16B	Manhattan, NY 10024	300 Central Park W Apt 16BManhattan, NY 10024	New York	New York County	New York	Manhattan	300	300 Central Park W #16b, New York, NY 10024, USA	40.78828840	-73.96746070
Brokered by J. Sikar Realty	Co-op for sale	319000	1	1	750.000000	2928 W 5th St Apt 11S	Brooklyn, NY 11224	2928 W 5th St Apt 11SBrooklyn, NY 11224	New York	Kings County	Brooklyn	Coney Island	2928	2928 W 5th St #11d, Brooklyn, NY 11224, USA	40.57817850	-73.97333140
Brokered by Living NY - Main Office	Townhouse for sale	10750000	10	10	6532.000000	49 W 16th St Unit Townhouse	New York, NY 10011	49 W 16th St Unit TownhouseNew York, NY 10011	United States	New York	New York County	New York	West 16th Street	49 W 16th St, New York, NY 10011, USA	40.73859720	-73.99517730
Brokered by Corcoran Legends Realty	Co-op for sale	520000	1	1	730.000000	444 E 75th St Apt 7H	New York, NY 10021	444 E 75th St Apt 7HNew York, NY 10021	New York	New York County	New York	Manhattan	444	444 E 75th St #7h, New York, NY 10021, USA	40.76855510	-73.95229550
Brokered by COMPASS	Co-op for sale	715000	1	1	2184.207862	54 W 16th St Apt 9G	Manhattan, NY 10011	54 W 16th St Apt 9GManhattan, NY 10011	New York	New York County	New York	Manhattan	54	54 W 16th St #9g, New York, NY 10011, USA	40.73842890	-73.99569750
Brokered by Douglas Elliman - 575 Madison Ave	Co-op for sale	689000	1	1	1000.000000	415 E 52nd St Apt 9AB	New York, NY 10022	415 E 52nd St Apt 9ABNew York, NY 10022	New York	New York County	New York	Manhattan	415	415 E 52nd St #9a, New York, NY 10022, USA	40.75486720	-73.96444800
Brokered by Elegran Real Estate And Development	Condo for sale	5750000	3	3	3700.000000	259 Bowery Units 3 & 4	New York, NY 10002	259 Bowery Units 3 & 4New York, NY 10002	10002	United States	New York	New York County	Manhattan	E Houston St, New York, NY 10002, USA	40.72315180	-73.99272180
Brokered by Corcoran East Side	Co-op for sale	885000	1	1	2184.207862	225 E 57th St Apt 11M	New York, NY 10022	225 E 57th St Apt 11MNew York, NY 10022	New York	New York County	New York	Manhattan	225	225 E 57th St #11m, New York, NY 10022, USA	40.76006560	-73.96645660
Brokered by Empire Fine Homes	House for sale	899000	4	2	1400.000000	35-13 103rd St	Corona, NY 11368	35-13 103rd StCorona, NY 11368	New York	Queens County	Queens	Flushing	51-13	51-13 103rd St #35, Flushing, NY 11368, USA	40.74217160	-73.85827410
Brokered by Douglas Elliman - 575 Madison Ave	Co-op for sale	1250000	2	3	2184.207862	207 E 21st St Unit 4CDE	New York, NY 10010	207 E 21st St Unit 4CDENew York, NY 10010	New York	New York County	New York	Manhattan	207	207 E 21st St #4c, New York, NY 10010, USA	40.73748720	-73.98334730
Brokered by Nest Seekers International, Long Island	Condo for sale	580000	1	2	2184.207862	109-9 15th Ave	Queens, NY 11356	109-9 15th AveQueens, NY 11356	United States	New York	Queens County	Queens	15th Avenue	109-9 15th Ave, College Point, NY 11356, USA	40.78416190	-73.85702210
Brokered by Serhant	Co-op for sale	1825000	3	2	1500.000000	315 W End Ave Apt 2B	New York, NY 10023	315 W End Ave Apt 2BNew York, NY 10023	New York	New York County	New York	Manhattan	315	315 West End Ave #2b, New York, NY 10023, USA	40.78174100	-73.98341620
Brokered by Keller Williams Rlty Landmark	Pending	249000	1	1	700.000000	57-07 246th Cres Unit 2	Douglaston, NY 11362	57-07 246th Cres Unit 2Douglaston, NY 11362	New York	Queens County	Queens	Douglaston	57-7	57-7 246th Crescent #2, Douglaston, NY 11362, USA	40.75760080	-73.73554180
Brokered by TALK OF THE TOWN REALTY C	House for sale	1175000	7	2	2184.207862	7322 Avenue M	Brooklyn, NY 11234	7322 Avenue MBrooklyn, NY 11234	United States	New York	Kings County	Brooklyn	Avenue M	7322 Avenue M, Brooklyn, NY 11234, USA	40.62603890	-73.91069910
Brokered by Home Global Realty	Co-op for sale	232000	1	1	750.000000	32-22 89th St Unit 106E	East Elmhurst, NY 11369	32-22 89th St Unit 106EEast Elmhurst, NY 11369	New York	Queens County	Queens	East Elmhurst	3222	3222 89th St # 106, East Elmhurst, NY 11369, USA	40.75836990	-73.87924000
Brokered by COMPASS	Condo for sale	1100000	2	1	988.000000	318 W 100th St Apt 8B	Manhattan, NY 10025	318 W 100th St Apt 8BManhattan, NY 10025	New York	New York County	New York	Manhattan	318	318 W 100th St #8b, New York, NY 10025, USA	40.79812090	-73.97260330
Brokered by NextHome Empire	Multi-family home for sale	1695000	6	4	2184.207862	21-08 21 Rd	Astoria, NY 11105	21-08 21 RdAstoria, NY 11105	United States	New York	Queens County	Queens	21st Road	21-08 21st Rd, Astoria, NY 11105, USA	40.78111210	-73.91542990
Brokered by Nest Seekers International, Midtown	Co-op for sale	300000	2	1	2184.207862	800 Grand Concourse Apt 3RS	Bronx, NY 10451	800 Grand Concourse Apt 3RSBronx, NY 10451	New York	Bronx County	The Bronx	Concourse Village	800	800 Grand Concourse #3r, Bronx, NY 10451, USA	40.82486990	-73.92298290
Brokered by Keller Williams NYC	Condo for sale	4999000	2	2	1666.000000	111 Murray St Apt 41B	New York, NY 10007	111 Murray St Apt 41BNew York, NY 10007	New York	New York County	New York	Manhattan	111	111 Murray St #41b, New York, NY 10007, USA	40.71535100	-74.01284410
Brokered by E Realty International Corp	Multi-family home for sale	1690000	7	7	4600.000000	56-11 Van Cleef St	Corona, NY 11368	56-11 Van Cleef StCorona, NY 11368	United States	New York	Queens County	Queens	Van Cleef Street	56-11 Van Cleef St, Flushing, NY 11368, USA	40.74076230	-73.85214780
Brokered by Coldwell Banker Reliable Real Estate	Multi-family home for sale	849999	4	2	2217.000000	846 E 46th St	Brooklyn, NY 11203	846 E 46th StBrooklyn, NY 11203	United States	New York	Kings County	Brooklyn	East 46th Street	846 E 46th St, Brooklyn, NY 11203, USA	40.64056120	-73.93338740
Brokered by Douglas Elliman - 1995 Broadway	Condo for sale	1695000	3	2	1827.000000	475 Sterling Pl Apt 1B	Brooklyn, NY 11238	475 Sterling Pl Apt 1BBrooklyn, NY 11238	New York	Kings County	Brooklyn	Crown Heights	475	475 Sterling Pl #1b, Brooklyn, NY 11238, USA	40.67458410	-73.96238680
Brokered by Corcoran Fort Greene	Multi-family home for sale	3900000	4	4	2184.207862	366 Clermont Ave	Brooklyn, NY 11238	366 Clermont AveBrooklyn, NY 11238	United States	New York	Kings County	Brooklyn	Clermont Avenue	366 Clermont Ave, Brooklyn, NY 11238, USA	40.68693950	-73.96980330
Brokered by Plaza Island Properties, LLC	Multi-family home for sale	669000	2	1	2675.000000	166 Jewett Ave	Staten Island, NY 10302	166 Jewett AveStaten Island, NY 10302	United States	New York	Richmond County	Staten Island	Jewett Avenue	166 Jewett Ave, Staten Island, NY 10302, USA	40.63303110	-74.13012070
Brokered by 5 Boro Realty Corp	Multi-family home for sale	1900000	14	6	2184.207862	1792 Saint Johns Pl	Brooklyn, NY 11233	1792 Saint Johns PlBrooklyn, NY 11233	United States	New York	Kings County	Brooklyn	Saint Johns Place	1792 St Johns Pl, Brooklyn, NY 11233, USA	40.66969830	-73.91813970
Brokered by Corcoran Fort Greene	Co-op for sale	350000	3	1	2184.207862	319 E 50th St Apt 8F	New York, NY 10022	319 E 50th St Apt 8FNew York, NY 10022	New York	New York County	New York	Manhattan	319	319 E 50th St #8f, New York, NY 10022, USA	40.75466560	-73.96752070
Brokered by COMPASS	Co-op for sale	875000	1	1	2184.207862	77 Bleecker St Apt 505	Manhattan, NY 10012	77 Bleecker St Apt 505Manhattan, NY 10012	New York	New York County	New York	Manhattan	77	77 Bleecker St Apt 505, New York, NY 10012, USA	40.72671550	-73.99587750
Brokered by Engel & V�������	Co-op for sale	489000	3	1	2184.207862	9 E 96th St Unit 7C	New York, NY 10128	9 E 96th St Unit 7CNew York, NY 10128	New York	New York County	New York	Manhattan	9	9 E 96th St #7c, New York, NY 10128, USA	40.78775260	-73.95474130
Brokered by Brown Harris Stevens	Condo for sale	2800000	3	2	1687.000000	543 W 122nd St Apt 27A	Manhattan, NY 10027	543 W 122nd St Apt 27AManhattan, NY 10027	New York	New York County	New York	Manhattan	543	543 W 122nd St #27a, New York, NY 10027, USA	40.81155050	-73.95975900
Brokered by COMPASS	Pending	949000	2	1	2184.207862	440 Riverside Dr Apt 105	Manhattan, NY 10027	440 Riverside Dr Apt 105Manhattan, NY 10027	New York	New York County	New York	Manhattan	440	440 Riverside Dr Apt 105, New York, NY 10027, USA	40.80890340	-73.96551900
Brokered by BERKSHIRE HATHAWAY	Land for sale	675000	3	2	2184.207862	2932 Brighton 5th St	Brooklyn, NY 11235	2932 Brighton 5th StBrooklyn, NY 11235	United States	New York	Kings County	Brooklyn	Brighton 5th Street	2932 Brighton 5th St, Brooklyn, NY 11235, USA	40.58032900	-73.96366100
Brokered by EXP Realty	Condo for sale	459000	1	1	548.000000	3031 Brighton 5th St Unit 3C	Brooklyn, NY 11235	3031 Brighton 5th St Unit 3CBrooklyn, NY 11235	New York	Kings County	Brooklyn	Brighton Beach	3031	3031 Brighton 5th St #3c, Brooklyn, NY 11235, USA	40.57862640	-73.96261110
Brokered by Douglas Elliman - 936 Broadway	Co-op for sale	899000	2	1	2184.207862	200 E 27th St Unit 8 /K	New York, NY 10016	200 E 27th St Unit 8 /KNew York, NY 10016	New York	New York County	New York	Manhattan	200	200 E 27th St Apt 8e, New York, NY 10016, USA	40.74122390	-73.98137120
Brokered by Garfield, Leslie J. & Co., Inc.	Townhouse for sale	13650000	6	2	6800.000000	180 E 73rd St	New York, NY 10021	180 E 73rd StNew York, NY 10021	United States	New York	New York County	New York	East 73rd Street	180 E 73rd St, New York, NY 10021, USA	40.77042770	-73.96090130
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage	Co-op for sale	21000000	5	2	2184.207862	730 Park Ave # 9A	New York, NY 10021	730 Park Ave # 9ANew York, NY 10021	New York	New York County	New York	Manhattan	730	730 Park Ave #9a, New York, NY 10021, USA	40.77048690	-73.96488930
